country,year,countryCode,continent,stunt_rural,stunt_urban,waste_rural,waste_urban,stunt_all,waste_all,electricity,agLand,agLabor,foodExport,foodImport,gdpPPP,gdpPPPpercap,giniIndex,urbanPop,urbanPopGrowth,clusterPrecipAnom,nationalTempAnom,nationalPrecipAnom
Albania,2008,ALB,Europe,0.240575609,0.244390019,0.092801203,0.124743461,0.242117167,0.105710366,100,43.10218978,44.65603,4.33398175,16.432549,29214356410,9912.196804,30,49.991,1.435124211,86.24567825,102.151715,102.0207213
Albania,2009,ALB,Europe,0.240575609,0.244390019,0.092801203,0.124743461,0.242117167,0.105710366,99.55445099,43.84306569,44.05164,5.669017116,17.08738954,30194290456,10313.952,NA,51.076,1.473287913,132.1701676,100.4701064,134.1033918
Armenia,2000,ARM,Asia,0.238901701,0.178222498,0.019989486,0.034611846,0.207806333,0.027482789,98.9,46.46996839,47.51644,13.49382569,24.96798621,12426495761,3921.857522,NA,64.666,-1.610374905,NA,102.9733511,74.55119325
Armenia,2005,ARM,Asia,0.190439763,0.214488548,0.033353698,0.081561776,0.204712199,0.061964153,99.8,56.37513172,40.8853,13.36136354,17.66295971,22120580024,7259.203892,36,63.938,-0.761535436,NA,100.5030314,114.1522551
Armenia,2010,ARM,Asia,0.253302417,0.197387509,0.053730577,0.036159996,0.221034712,0.043590842,99.8,60.94134176,38.59638,16.17640234,17.66746305,26719305576,9068.787651,30,63.44,-0.766716914,134.7734284,114.0660484,121.2561558
Armenia,2015,ARM,Asia,0.139040699,0.066921218,0.060987135,0.03473814,0.098745933,0.046321235,100,58.89357218,35.32888,28.72695158,19.76181821,33121226305,11506.03899,32.4,63.085,-0.43578728,115.0502951,107.6964305,121.3027814
Armenia,2016,ARM,Asia,0.139040699,0.066921218,0.060987135,0.03473814,0.098745933,0.046321235,99.8,58.89708465,33.59874,30.83701649,19.09424265,33187468758,11580.38364,32.5,63.082,-0.449033645,116.6067394,102.6513305,119.0017369
Azerbaijan,2006,AZE,Asia,0.318470969,0.247271059,0.089711151,0.054787207,0.283225301,0.072422959,99.5,57.55291213,39.5469,5.029066297,10.45598747,80212442407,9453.94186,NA,52.589,1.479626007,NA,100.9540179,107.7182605
Bangladesh,1996,BGD,Asia,0.607950823,0.454661778,0.223023297,0.143877263,0.588840361,0.213156204,21.14438629,71.65245448,62.87864,10.09193991,17.03077448,2.42E+11,2017.213522,NA,22.064,3.449107981,NA,100.5581312,94.1896455
Bangladesh,1997,BGD,Asia,0.607950823,0.454661778,0.223023297,0.143877263,0.588840361,0.213156204,22.4,71.94438043,62.42382,8.360057935,16.86203351,2.53E+11,2070.437442,NA,22.438,3.468605378,NA,98.19699213,96.46859411
Bangladesh,1999,BGD,Asia,0.52183048,0.355692463,0.155240797,0.109558827,0.48500192,0.14511427,29.54021454,72.87393409,61.38416,NA,NA,2.78E+11,2194.526472,NA,23.202,3.583953433,114.0303221,101.6059231,111.1761032
Bangladesh,2004,BGD,Asia,0.546528064,0.466665025,0.141236489,0.123940861,0.530814573,0.137833479,40.6,71.62172544,49.96922,6.18429964,15.60963054,3.52E+11,2537.950709,NA,26.114,4.319324359,112.8637365,100.4600383,93.03823301
Bangladesh,2007,BGD,Asia,0.447226626,0.36843772,0.187261891,0.148718067,0.430812605,0.179232092,46.5,71.18383652,47.8953,6.519945228,22.4621297,4.29E+11,2973.281318,NA,28.237,3.634036977,115.9202689,101.4913043,131.415483
Bangladesh,2011,BGD,Asia,0.429961648,0.36080786,0.168960243,0.147356327,0.414909128,0.164257776,59.6,70.12368441,46.66772,3.859956293,19.49379252,5.36E+11,3571.058639,NA,31.225,3.692842583,98.12349386,100.699269,119.910557
Bangladesh,2014,BGD,Asia,0.381624316,0.312283051,0.155582824,0.131886383,0.364260151,0.149648855,62.4,71.59867865,44.38585,NA,NA,6.42E+11,4119.424631,NA,33.535,3.577997448,87.97634736,98.80975219,81.3192875
Bangladesh,2017,BGD,Asia,0.327625085,0.257523285,0.085923418,0.096501856,0.309147508,0.088711704,88,73.45263886,40.5973,NA,NA,7.82E+11,4830.776291,NA,35.858,3.434725872,133.0326924,99.26825844,116.7012392
Bangladesh,2018,BGD,Asia,0.327625085,0.257523285,0.085923418,0.096501856,0.309147508,0.088711704,86.9152832,73.95943766,39.42393,NA,NA,8.39E+11,5124.498743,NA,36.632,3.296925086,86.18854668,98.90266419,77.4577534
Benin,1996,BEN,Africa,0.337510256,0.312469557,0.178498856,0.167935,0.328928838,0.174878635,14.5,24.03334516,54.02886,NA,NA,13881299206,2237.526186,NA,37.071,3.416917813,98.50376823,99.56467266,103.5289515
Benin,2001,BEN,Africa,0.407437248,0.316246442,0.109657728,0.075197692,0.37635876,0.097913498,21.9,28.9553033,51.03728,19.06240384,20.36073082,17922761209,2485.116378,NA,38.65,3.836005417,80.77884343,100.4085465,82.04381147
Benin,2006,BEN,Africa,0.476287506,0.36926829,0.090376982,0.083985201,0.438490622,0.088119542,27.9,29.62043278,48.42402,39.31608419,30.67828191,21419938733,2549.194262,NA,41.049,4.300155416,NA,100.4950666,95.9785318
Benin,2011,BEN,Africa,0.502015908,0.476227499,0.169262869,0.161037034,0.491776296,0.165996698,36.9,32.36963462,43.61342,38.06342344,33.92059728,25618690619,2633.938898,43.4,43.608,4.116116322,104.7781599,100.4406938,89.26319466
Benin,2012,BEN,Africa,0.502015908,0.476227499,0.169262869,0.161037034,0.491776296,0.165996698,38.4,33.25647393,41.58181,40.34158997,37.88979504,26851263035,2681.351497,NA,44.125,4.093598597,108.8579149,99.38189512,99.63986336
Benin,2017,BEN,Africa,0.360426937,0.27586931,0.052096919,0.053836792,0.327498852,0.052774453,34.5,35.03015254,32.48684,33.57562016,52.31133116,34023063768,2933.837384,NA,46.768,4.105513178,92.4232241,100.8940832,102.7454601
Benin,2018,BEN,Africa,0.360426937,0.27586931,0.052096919,0.053836792,0.327498852,0.052774453,39.0094223,35.03015254,30.61307,37.2550158,46.91938644,36301674638,3040.167354,37.9,47.312,4.078861381,NA,100.4460443,108.9688678
Bolivia,1998,BOL,Americas,0.468338781,0.287062606,0.020014387,0.015012998,0.363460182,0.017120798,71.2,34.13828118,40.66098,27.53329682,7.86723071,44284990311,5343.957412,NA,60.739,2.689602206,NA,100.3594004,92.16260596
Bolivia,2003,BOL,Americas,0.477255969,0.278365781,0.024079391,0.016284022,0.36464976,0.019665865,72.3,33.82904089,35.08316,29.58912718,13.23139092,48797364634,5387.581774,NA,63.248,2.484199244,NA,99.23534575,100.8977073
Bolivia,2004,BOL,Americas,0.477255969,0.278365781,0.024079391,0.016284022,0.36464976,0.019665865,75.86585236,33.80134773,35.08329,26.94902828,11.46935836,50833822900,5515.655819,55,63.711,2.468558749,NA,99.4928556,96.94328065
Bolivia,2008,BOL,Americas,0.388881234,0.178019314,0.022578895,0.012887964,0.274701081,0.017331328,84.674991,34.41475122,31.16428,14.02145155,9.178255871,61743173119,6248.933958,50.8,65.535,2.423400168,101.8397824,98.73417868,98.40959728
Brazil,1996,BRA,Americas,0.270670003,0.124694602,0.039192622,0.027484766,0.160364756,0.030345666,92.867095,27.267873,16.85023,29.89880136,10.76087589,1.86E+12,11224.39946,59.9,78.302,2.418151369,NA,99.1880737,102.3853103
Burkina Faso,1992,BFA,Africa,0.429447853,0.264832944,0.170415815,0.101903127,0.392525098,0.155048572,NA,34.81359649,89.10493,NA,NA,9801511802,1021.144516,NA,14.33,4.293644118,NA,97.66232661,98.43941509
Burkina Faso,1993,BFA,Africa,0.429447853,0.264832944,0.170415815,0.101903127,0.392525098,0.155048572,6.1,34.72222222,89.01929,NA,NA,10140779856,1030.559204,NA,14.593,4.303733592,NA,99.82379734,92.3004367
Burkina Faso,1998,BFA,Africa,0.445877033,0.260877842,0.166762328,0.107950034,0.412362627,0.156107908,8.107264519,36.44005848,86.59277,15.83884401,20.61643312,13756281626,1228.122869,49.9,16.51,6.670962952,NA,100.578226,104.5032574
Burkina Faso,1999,BFA,Africa,0.445877033,0.260877842,0.166762328,0.107950034,0.412362627,0.156107908,6.9,36.79093567,85.81274,15.85137525,17.72489618,14773591365,1280.92272,NA,17.166,6.821605814,NA,98.99296068,108.5806169
Burkina Faso,2003,BFA,Africa,0.47828794,0.265822602,0.242027391,0.145970889,0.443345949,0.226229965,11.4,38.22368421,83.21919,18.55981693,19.07541912,18053298083,1385.455048,43.3,19.996,6.865102857,NA,100.5359007,118.9586116
Burkina Faso,2010,BFA,Africa,0.375596839,0.214401911,0.169606735,0.158465687,0.348085696,0.167705292,13.1,41.08918129,79.1534,10.1007194,13.99649116,26784133779,1661.872021,NA,24.633,5.213942985,NA,101.1050304,111.2925519
Burundi,2010,BDI,Africa,0.594605066,0.378208309,0.06311323,0.056413199,0.576663342,0.062557722,5.3,71.37850467,88.35996,72.44681463,13.68106495,7341029825,804.3549408,NA,10.642,7.210724872,97.34565672,102.7876545,107.7240331
Burundi,2011,BDI,Africa,0.594605066,0.378208309,0.06311323,0.056413199,0.576663342,0.062557722,6.155723095,71.69003115,87.78889,50.16481782,24.67626097,7637064192,807.6649576,NA,10.915,6.075706778,102.1294384,100.2012902,129.0495009
Burundi,2016,BDI,Africa,0.583464396,0.272843326,0.054108694,0.028257047,0.555719689,0.051799622,8.477998734,76.63551402,86.32186,66.23557626,16.55016205,8333811912,764.3366022,NA,12.388,4.16327338,102.4425273,100.3558017,89.32342933
Burundi,2017,BDI,Africa,0.583464396,0.272843326,0.054108694,0.028257047,0.555719689,0.051799622,9.3,77.68691589,86.30987,59.99795055,18.95842204,8375481077,750.7876163,NA,12.706,4.821943468,98.43992026,100.7643327,82.14296133
Cambodia,2000,KHM,Asia,0.521957665,0.41146465,0.191085894,0.198229335,0.504576512,0.192209596,16.6,27.02243372,73.47632,0.959311493,9.506217703,18009895823,1486.107114,NA,18.586,2.456757645,121.6668596,99.17210666,115.688513
Cambodia,2005,KHM,Asia,0.438823609,0.346330701,0.088414834,0.08940753,0.426291526,0.088549337,20.5,30.34217086,62.10682,0.914088155,7.454209501,28146835740,2124.837457,NA,19.174,2.375768814,100.6988162,101.0675101,92.95084175
Cambodia,2006,KHM,Asia,0.438823609,0.346330701,0.088414834,0.08940753,0.426291526,0.088549337,27.48578835,30.33650578,60.10288,0.607190826,6.944163069,31178554968,2313.330332,NA,19.293,2.348980646,98.8326658,99.90246789,111.2347535
Cambodia,2010,KHM,Asia,0.413943274,0.281054698,0.123548894,0.118766117,0.39315099,0.122800561,31.1,30.60842964,54.78567,1.438796267,7.062678289,38881963567,2706.991816,NA,20.294,3.267137094,100.1427958,101.2902268,90.59978074
Cambodia,2011,KHM,Asia,0.413943274,0.281054698,0.123548894,0.118766117,0.39315099,0.122800561,37.4,30.87861885,56.54766,2.637802034,6.564590348,41630751178,2856.530786,NA,20.663,3.255822995,113.6401153,98.22112223,121.0630503
Cambodia,2014,KHM,Asia,0.337214566,0.23306115,0.108599678,0.079380633,0.322557455,0.104487794,56.1,31.73507874,45.99603,5.267180557,8.016778423,51387685545,3378.36459,NA,21.799,3.175027434,103.3538235,100.3566226,101.9803675
Cameroon,1991,CMR,Africa,0.372287725,0.248739666,0.036784757,0.02605518,0.319328534,0.032185496,29,19.35647649,68.13902,NA,NA,38298257073,3251.755036,NA,40.235,4.439236067,99.52155335,99.60051128,98.40962583
Cameroon,1998,CMR,Africa,0.402464066,0.309311014,0.094455852,0.065706952,0.376767805,0.08652547,40.7,19.37763111,67.52016,NA,15.42215744,40859163281,2854.370093,NA,44.348,3.989442456,NA,101.7837337,99.40294295
Cameroon,2004,CMR,Africa,0.442196889,0.302830173,0.07003983,0.037154126,0.375974106,0.054413554,47.1,19.4834042,62.8763,18.7619998,18.31566757,54554861376,3245.495893,NA,47.94,4.00831089,100.1308574,101.0163585,97.79230124
Cameroon,2011,CMR,Africa,0.410241077,0.219057371,0.088226179,0.032985141,0.328126545,0.064499827,53.7,20.62575363,53.21453,40.08231938,25.0971215,67785932997,3314.898234,NA,52.164,3.997813481,100.8656347,100.5012276,83.26911065
Cameroon,2018,CMR,Africa,0.366560964,0.208307788,0.055636003,0.039584462,0.296140435,0.048493283,62.2,20.62575363,44.38042,19.61615666,20.03918655,93598989464,3732.501248,NA,56.374,3.828378075,100.2247139,100.0091487,97.76134942
Cameroon,2019,CMR,Africa,0.366560964,0.208307788,0.055636003,0.039584462,0.296140435,0.048493283,63.17689514,20.62575363,43.7701,19.70726189,20.37727018,96851610490,3756.509562,NA,56.968,3.823046878,115.2805361,102.7703792,95.63632052
Central African Republic,1994,CAF,Africa,0.465255697,0.359201825,0.112090149,0.078382665,0.422750092,0.09858044,NA,7.961732319,75.50013,4.171851371,27.08361053,3303511417,1036.283901,NA,37.149,3.363248159,NA,98.5428709,102.8550532
Central African Republic,1995,CAF,Africa,0.465255697,0.359201825,0.112090149,0.078382665,0.422750092,0.09858044,3,7.945680439,75.244,4.21129046,15.61614003,3541365744,1080.770061,NA,37.231,2.969852265,NA,100.0283564,106.387571
Chad,1996,TCD,Africa,0.489591365,0.387798008,0.171164225,0.156875866,0.467716003,0.168093661,NA,38.46092757,82.8372,NA,NA,6740363098,936.1237064,NA,21.506,4.575234504,NA,100.5300131,94.54330064
Chad,1997,TCD,Africa,0.489591365,0.387798008,0.171164225,0.156875866,0.467716003,0.168093661,2.3,38.61975858,82.52601,NA,NA,7121422268,955.7834783,NA,21.538,3.56963295,NA,100.0811296,96.6300981
Chad,2004,TCD,Africa,0.471009674,0.5,0.229302977,0,0.471267155,0.227266393,3.5,38.77858958,77.99574,NA,NA,13924293784,1448.40999,NA,21.768,4.587731966,NA,101.6549875,101.1306346
Chad,2014,TCD,Africa,0.417912463,0.327140405,0.142085022,0.146817623,0.400892233,0.142972409,8.432096481,39.89517154,70.8337,NA,NA,25499842274,1861.692904,NA,22.372,4.125793921,96.89691617,101.3861419,109.0954619
Chad,2015,TCD,Africa,0.417912463,0.327140405,0.142085022,0.146817623,0.400892233,0.142972409,7.7,39.89596569,70.47881,NA,NA,26205595208,1853.259365,NA,22.515,3.821269132,96.49751888,100.8448769,114.5056756
Colombia,1995,COL,Americas,0.284854384,0.187171685,0.021422553,0.013691065,0.223143705,0.016538214,91.2,40.11987382,18.23942,30.84021706,9.388289398,3.42E+11,9518.260141,NA,71.777,2.520882824,NA,101.4448371,104.2810342
Colombia,2000,COL,Americas,0.277056867,0.178252014,0.012954081,0.010980949,0.209295226,0.011600881,95.2,40.431726,20.23885,19.0076816,11.92903182,3.58E+11,9138.318915,58.7,73.957,2.198864928,NA,99.77135263,102.5091883
Colombia,2004,COL,Americas,0.141940158,0.171608603,0,0,0.162021727,0,95.27880096,38.20730059,19.91201,16.86316846,10.58335416,4.09E+11,9816.277588,55,75.62,1.970499762,NA,97.80483494,105.9626426
Colombia,2005,COL,Americas,0.141940158,0.171608603,0,0,0.162021727,0,96.8,38.35691753,20.70777,17.15724038,8.875428596,4.29E+11,10150.70792,53.9,76.024,1.898479988,NA,98.15093146,106.5677162
Colombia,2009,COL,Americas,0.223102667,0.067840291,0.033834703,0.010291431,0.134023404,0.020327134,96.057229,38.34159531,18.37897,14.77759476,10.27365539,5.10E+11,11507.71711,54.3,77.587,1.626404495,92.81245915,101.1719139,92.56160284
Colombia,2010,COL,Americas,0.223102667,0.067840291,0.033834703,0.010291431,0.134023404,0.020327134,96.788995,38.30824696,18.37932,11.26256926,9.699767671,5.33E+11,11890.20308,54.6,77.964,1.611612252,126.031782,101.6935538,119.8856306
Comoros,1996,COM,Africa,0.412621359,0.395721925,0.103559871,0.069518717,0.408695652,0.095652174,28.9,66.63084363,58.79275,63.88561881,42.62815981,1290992147,2611.821747,NA,28.257,1.997318548,NA,99.06599708,103.2514019
Comoros,2012,COM,Africa,0.338465967,0.268102498,0.134020622,0.159237348,0.319314828,0.140883971,69.3,71.46695325,41.62897,84.68093519,41.95039118,2132545541,3115.238033,NA,28.123,2.433842089,130.3322048,101.2905151,105.5609583
Congo,2005,COG,Africa,0.385865359,0.366760633,0.260477026,0.122903816,0.384205821,0.248526685,33.8,30.88433382,39.96863,NA,NA,17035360485,4638.199628,47.3,60.988,4.347636194,NA,NA,NA
Congo,2011,COG,Africa,0.290561257,0.193006122,0.05928586,0.057250425,0.233246446,0.058090018,40.81733704,31.02781845,35.94685,0.146859655,5.739262852,22906957465,4996.919313,48.9,63.712,3.962442445,NA,NA,NA
Congo,2012,COG,Africa,0.290561257,0.193006122,0.05928586,0.057250425,0.233246446,0.058090018,41.6,31.04538799,35.10573,0.209504429,6.074262932,25185547604,5343.554914,NA,64.169,3.490731273,NA,NA,NA
Congo Democratic Republic,2007,COD,Africa,0.521742038,0.387864032,0.110003224,0.120125984,0.468811019,0.114005435,15.2,11.31426303,69.80723,NA,NA,47760730565,792.1908849,NA,38.47,4.521138926,NA,NA,NA
Congo Democratic Republic,2013,COD,Africa,0.480034524,0.315754504,0.101932144,0.057369975,0.430847569,0.088589819,15.16549492,13.86383185,61.16999,NA,NA,69393292414,944.6402474,NA,41.627,4.727037581,NA,NA,NA
Congo Democratic Republic,2014,COD,Africa,0.480034524,0.315754504,0.101932144,0.057369975,0.430847569,0.088589819,13.5,14.22509429,59.66501,NA,NA,75965037127,999.0721335,NA,42.18,4.765734496,NA,NA,NA
Coted Ivoire,1994,CIV,Africa,0.382566869,0.234338683,0.120527095,0.090960497,0.33014573,0.11007082,36.5,61.94968553,52.56825,NA,NA,52042058109,3770.539306,NA,40.835,4.503519543,NA,NA,NA
Coted Ivoire,2011,CIV,Africa,0.351654603,0.204676134,0.087682207,0.094516041,0.300700814,0.090051328,55.8,64.77987421,47.44594,48.02865738,25.12801746,74694948352,3464.047037,NA,47.751,2.960809396,NA,NA,NA
Coted Ivoire,2012,CIV,Africa,0.351654603,0.204676134,0.087682207,0.094516041,0.300700814,0.090051328,55.8,65.09433962,46.32995,43.99587695,20.01166639,80387010984,3652.176767,NA,48.172,2.933226844,NA,NA,NA
Dominican Republic,1991,DOM,Americas,0.320359595,0.177149718,0.025155255,0.019577781,0.237004711,0.021908903,78.2,52.70130408,22.0076,NA,NA,44668313515,6137.104479,NA,55.497,2.563490393,NA,99.75479447,81.28560023
Dominican Republic,2002,DOM,Americas,0.153689711,0.11846686,0.028018822,0.019043508,0.131110308,0.022265249,89.749814,52.05961499,15.22064,14.12035251,16.35882862,84550223232,9613.331698,49.7,63.371,2.723702669,NA,100.5259755,79.011177
Dominican Republic,2007,DOM,Americas,0.130584868,0.08846049,0.017298243,0.031333856,0.102627993,0.026613321,96.876342,50.03104947,12.85388,15.2003726,11.74198772,1.10E+11,11677.25413,48.9,70.02,3.151995347,NA,99.50635619,142.0005171
Dominican Republic,2013,DOM,Americas,0.068988477,0.073440133,0.019063717,0.024464554,0.072283161,0.023060893,98.385853,48.68557235,11.08167,21.9950854,13.54961282,1.38E+11,13555.51136,47.7,76.749,2.491530296,NA,99.90977044,79.12288103
Egypt,1992,EGY,Africa,0.376218495,0.277999733,0.040308301,0.044802379,0.336924555,0.042106227,93.4,3.009975388,38.45592,NA,NA,3.80E+11,6339.668884,NA,43.212,2.016751041,105.9610075,96.22857482,104.8641281
Egypt,1993,EGY,Africa,0.376218495,0.277999733,0.040308301,0.044802379,0.336924555,0.042106227,95.39224243,3.028961776,35.29164,NA,NA,3.91E+11,6375.51818,NA,43.079,1.987372053,99.25203875,99.11839298,90.81541377
Egypt,1995,EGY,Africa,0.384248767,0.295579697,0.051849547,0.061027608,0.343810445,0.056035284,95.5,3.298005927,33.99336,9.895471549,28.38385332,4.26E+11,6635.536706,30.1,42.814,1.883887756,90.27728139,99.75816741,59.70014609
Egypt,1996,EGY,Africa,0.384248767,0.295579697,0.051849547,0.061027608,0.343810445,0.056035284,96.15432739,3.190978954,31.29879,10.61000292,29.47523086,4.47E+11,6817.992134,NA,42.681,1.844607351,67.28539951,100.0049917,68.37385616
Egypt,2000,EGY,Africa,0.305262296,0.209132085,0.037124327,0.031567942,0.266520118,0.034885005,97.7,3.306042493,29.63282,7.996953198,25.20347263,5.62E+11,7869.259493,NA,42.797,2.181715962,86.31906362,97.90645093,127.4465832
Egypt,2003,EGY,Africa,0.249426135,0.204299712,0.053600219,0.055651335,0.23181754,0.054400577,98.8,3.424581847,29.86846,8.501811173,25.01558013,6.14E+11,8088.216402,NA,42.935,2.195052605,90.80494131,100.6587983,65.25403752
Egypt,2005,EGY,Africa,0.283878419,0.246504342,0.047010702,0.065316193,0.269834479,0.053889299,99.4,3.539102918,30.9391,8.752290819,20.08248623,6.68E+11,8449.52522,NA,43.027,2.090310365,93.59016875,100.7960477,82.12663371
Egypt,2008,EGY,Africa,0.324736879,0.298838184,0.082915887,0.102339475,0.315150612,0.090105427,99.8,3.558189763,31.69212,10.87822516,17.8963919,8.19E+11,9770.221198,31.1,43.058,1.911946429,77.93727782,101.858138,97.98678296
Egypt,2014,EGY,Africa,0.220547996,0.247251755,0.111513893,0.114693526,0.228815588,0.112498321,99.8,3.73217138,27.54777,16.75262795,20.88403597,9.86E+11,10318.65092,NA,42.839,2.217820747,71.53317935,102.7693685,97.06847805
Eswatini,2006,SWZ,Africa,0.290577079,0.236353624,0.03526492,0.034334158,0.280947338,0.035099623,35.2,71.10465116,17.01631,25.94573371,15.55254801,7155856950,6639.718437,NA,21.91,-0.038107013,129.6150988,NA,NA
Eswatini,2007,SWZ,Africa,0.290577079,0.236353624,0.03526492,0.034334158,0.280947338,0.035099623,39.81287384,71.10465116,16.51625,21.12675704,20.5578827,7473246081,6894.087572,NA,21.829,0.209831704,91.38525208,NA,NA
Ethiopia,2000,ETH,Africa,0.61428273,0.527338306,0.131054366,0.073874597,0.605025424,0.124966217,12.7,30.534,76.69336,66.54020983,7.006182628,48196209694,719.0044355,NA,14.74,4.235576849,97.8103638,101.1655235,107.8486642
Ethiopia,2005,ETH,Africa,0.563418458,0.409200101,0.1303643,0.062687155,0.551554506,0.125157926,14,29.76342988,78.12075,75.7602064,10.59101368,65837648262,849.8476733,NA,15.7,4.095892776,100.2528283,101.2162479,103.1126715
Ethiopia,2010,ETH,Africa,0.462720386,0.314218743,0.11135464,0.059758196,0.444449621,0.105006518,25.49688148,31.61786145,73.64886,68.04262055,10.8818231,1.10E+11,1236.479409,33.2,17.319,5.210884782,112.0725541,100.5540123,104.2867011
Ethiopia,2011,ETH,Africa,0.462720386,0.314218743,0.11135464,0.059758196,0.444449621,0.105006518,23,32.18678248,72.49886,74.65776942,14.3759543,1.23E+11,1336.066951,NA,17.735,5.223891069,99.02442786,101.2296988,98.38544768
Ethiopia,2016,ETH,Africa,0.402801882,0.262826826,0.106645638,0.095414176,0.387871071,0.105447604,42.9,33.07936603,67.25632,83.65140428,13.11766857,1.96E+11,1864.487668,NA,19.866,4.945494657,104.309974,101.8354187,111.8836387
Gabon,2000,GAB,Africa,0.39971663,0.253026467,0.039064463,0.044754228,0.297157451,0.043042491,73.6,8.021888462,40.76076,0.844667132,18.23972401,20350525244,15987.08908,NA,78.879,3.549742507,NA,99.04642798,103.2827755
Gabon,2001,GAB,Africa,0.39971663,0.253026467,0.039064463,0.044754228,0.297157451,0.043042491,77.16642761,8.041522102,40.02191,0.817874643,18.32175307,20785056461,15907.86433,NA,79.633,3.560955435,NA,99.35195952,93.76176927
Gabon,2012,GAB,Africa,0.288999804,0.147286261,0.044660071,0.043096221,0.169868419,0.043345422,89.3,8.310451353,34.40435,0.091279444,9.284862298,26389777283,14367.99991,NA,86.634,4.185787962,104.5565272,100.6029264,106.4755222
Gambia,2013,GMB,Africa,0.29566914,0.192816456,0.158995522,0.140145992,0.250513168,0.150719911,51.5,63.63636364,51.81326,91.91195551,37.28243095,4185517979,1969.77695,NA,57.82,4.295494657,NA,NA,NA
Gambia,2019,GMB,Africa,0.201197016,0.159039587,0.058903312,0.054009182,0.173477163,0.055685266,62.1,62.64822134,48.70561,44.06738193,33.16055562,5226778680,2083.309058,NA,61.931,3.655721232,90.1530653,NA,NA
Gambia,2020,GMB,Africa,0.201197016,0.159039587,0.058903312,0.054009182,0.173477163,0.055685266,62.23400116,62.64822134,49.03005,88.32158585,28.81392373,5257694412,2042.620289,38.8,62.582,3.607885889,131.9385921,NA,NA
Ghana,1993,GHA,Africa,0.386363636,0.240083507,0.157114625,0.102296451,0.339369551,0.139503689,30.6,56.25384548,61.40996,NA,NA,40733771848,2447.408679,NA,38.644,4.376361925,105.2914374,98.71550622,94.82399572
Ghana,1994,GHA,Africa,0.386363636,0.240083507,0.157114625,0.102296451,0.339369551,0.139503689,30.36940575,56.69332865,60.46445,NA,NA,42077986213,2469.241636,NA,39.39,4.27062197,91.96298349,97.57472701,97.53329014
Ghana,1998,GHA,Africa,0.36492798,0.214230516,0.110902406,0.068820586,0.325958638,0.100020332,42.6,57.06781533,56.07885,56.60157359,10.23046937,49991967191,2671.266214,40.1,42.418,4.233212225,82.19613031,100.8741438,86.28920161
Ghana,1999,GHA,Africa,0.36492798,0.214230516,0.110902406,0.068820586,0.325958638,0.100020332,40.74053955,57.3945258,54.94506,51.0303193,11.73079827,52191612160,2721.603013,NA,43.184,4.228819121,115.8926432,98.78355022,112.0091015
Ghana,2003,GHA,Africa,0.445132194,0.267716299,0.087994719,0.08838223,0.387303762,0.088121027,48.3,55.33589347,54.24986,40.17378176,16.10234793,61879220991,2901.107873,NA,45.951,4.196494828,103.5699682,100.2163205,108.0662197
Ghana,2008,GHA,Africa,0.322714879,0.214377497,0.10312441,0.090936562,0.281774178,0.098518622,60.5,52.75890261,48.6171,34.91508284,14.75655177,83858706162,3447.274778,NA,49.351,3.963903055,114.8493738,99.49018035,116.67241
Ghana,2014,GHA,Africa,0.218362157,0.13148107,0.061475658,0.039435732,0.179247324,0.051553038,78.3,54.38452492,40.42176,26.9518408,20.7085709,1.31E+11,4628.901413,NA,53.419,3.671704153,93.30065229,99.94655244,104.9088001
Guatemala,1995,GTM,Americas,0.65097999,0.442207599,0.041756893,0.037512562,0.585719603,0.040430153,60.8,42.10526316,34.98078,65.1789675,11.86073257,62060619128,6033.042695,NA,43.654,3.22103718,NA,98.03498722,117.1722187
Guatemala,1998,GTM,Americas,0.645921111,0.430199773,0.03864959,0.023221792,0.572404284,0.033391868,70.12413025,43.27043673,37.55581,60.78694983,11.88022297,70014645110,6338.338074,NA,44.659,3.117190313,NA,99.98865996,109.8895532
Guatemala,1999,GTM,Americas,0.645921111,0.430199773,0.03864959,0.023221792,0.572404284,0.033391868,70.9,43.85302352,38.66259,57.67239116,12.68218138,72708152049,6428.047976,NA,44.995,3.119040283,NA,97.86487893,106.0667807
Guatemala,2014,GTM,Americas,0.529794914,0.347069201,0.007405881,0.010031674,0.465053781,0.00833622,85.494371,39.98600224,31.53357,42.34654804,13.56660652,1.22E+11,7939.374378,48.3,49.634,2.381655772,111.929716,102.0474791,99.97405309
Guatemala,2015,GTM,Americas,0.529794914,0.347069201,0.007405881,0.010031674,0.465053781,0.00833622,90.53924561,41.65733483,31.87574,42.76389743,14.27176915,1.26E+11,8125.655534,NA,49.971,2.368139661,90.58832861,103.1494269,90.43726289
Guinea,1999,GIN,Africa,0.37840875,0.249538317,0.112211591,0.117784999,0.327980656,0.114392513,16.4,57.29285365,71.62967,3.274899662,30.56748482,13706998681,1676.718212,NA,30.595,3.148926008,106.6470868,98.45007534,115.6301953
Guinea,2005,GIN,Africa,0.434881224,0.283584668,0.133726084,0.118080166,0.393889005,0.129486986,20.2,57.46784958,68.39218,9.198225874,15.83830828,16346085309,1788.389654,NA,32.257,2.850515627,91.9300055,101.3839624,98.9758694
Guinea,2012,GIN,Africa,0.352421931,0.185859868,0.122124767,0.089871145,0.311881982,0.114274479,26.2,58.6032883,65.00591,NA,NA,21328791923,1976.958089,33.7,34.255,3.295982919,98.62456473,99.81835121,103.1779243
